,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
9454,2015,110,6.6,126,0,6.6,126,7.8,9.0,08,5743,6321,5117,4038,4277
9455,2016,80,4.2,180,4000000,4.2,180,4.8,5.0,02,2474,4649,4418,6890,6931
9456,2013,103,5.2,137,1000,5.2,137,6.9,8.0,01,5778,6632,2926,5554,3204
9457,2014,101,4.8,473,0,4.8,473,6.4,8.0,10,6153,5926,3911,4708,7776
9458,2013,118,3.2,106,0,3.2,106,4.1,3.0,09,977,5805,7178,1458,1456
9459,2015,79,3.8,101,0,3.8,101,4.1,4.0,10,977,3048,6611,1458,1456
9460,2013,80,4.4,119,0,4.4,119,5.4,5.0,02,1778,4074,2222,2483,2553
9461,2018,96,4.7,154,0,4.7,154,5.8,6.0,03,993,3494,1819,1834,7054
9462,2017,113,6.3,18409,0,6.3,18409,6.4,6.0,04,2289,2473,549,6800,2138
9463,2016,82,4.5,1704,0,4.5,1704,4.8,5.0,10,73,1359,3243,5765,6002
9464,2013,95,6.3,282,0,6.3,282,7.3,9.0,03,795,896,3716,1549,3510
9465,2014,93,4.4,830,0,4.4,830,5.8,5.0,04,795,5682,3111,1549,5812
9466,2019,97,3.7,207,50000,3.7,207,4.3,4.0,06,5458,896,2345,6615,7387
9467,2019,94,6.4,778,0,6.4,778,7.8,9.0,08,3181,3789,6813,5698,6570
9468,2015,95,4.3,195,0,4.3,195,5.8,6.0,09,5205,6878,1243,4786,4364
9469,2012,46,7.5,689,150000,7.5,689,9.0,10.0,12,4122,1082,4720,849,3723
9470,2019,97,3.4,137,0,3.4,137,3.9,3.0,04,141,2815,6512,849,7011
9471,2015,86,6.1,4097,0,6.1,4097,6.3,6.0,12,257,2962,2999,2966,1928
9472,2018,87,6.7,386,0,6.7,386,7.8,9.0,10,4473,2050,5605,4862,3733
9473,2013,102,2.5,637,0,2.5,637,2.9,2.0,11,1854,3240,3740,3686,2342
9474,2018,83,6.3,1887,0,6.3,1887,7.5,8.0,09,4265,1974,2637,6626,6556
9475,2020,90,5.3,382,0,5.3,382,7.3,9.0,07,671,553,2856,3087,3377
9476,2017,90,2.9,106,0,2.9,106,3.6,3.0,08,4802,553,2048,5510,4162
9477,2014,95,3.5,292,100000,3.5,292,3.9,3.0,07,3172,4971,4655,7025,4610
9478,2015,82,7.0,413,1000000,7.0,413,7.6,8.0,08,1639,4854,1730,2568,2760
9479,2015,89,4.7,451,0,4.7,451,5.0,5.0,02,404,5894,2621,5315,6717
9480,2017,99,6.2,375,0,6.2,375,6.8,7.0,01,404,1994,7089,3742,3983
9481,2018,104,4.3,732,0,4.3,732,4.4,4.0,06,404,6053,4479,6521,3370
9482,2016,93,4.3,1096,0,4.3,1096,6.1,8.0,05,3109,4413,4479,3117,2005
9483,2013,75,3.8,459,18000,3.8,459,5.0,5.0,08,1322,4529,4656,3241,7086
9484,2015,74,4.2,192,25000,4.2,192,4.9,4.0,10,1322,4620,4482,5364,2656
9485,2016,103,6.1,104,0,6.1,104,6.4,6.0,04,3245,1160,4064,6094,6752
9486,2013,58,5.5,118,60000,5.5,118,7.2,9.0,02,4452,3593,7579,3262,2718
9487,2015,97,6.5,225,0,6.5,225,6.9,7.0,03,4987,6983,3925,6285,1599
9488,2015,80,2.5,277,0,2.5,277,2.8,2.0,07,2484,4801,4767,5304,4663
9489,2014,81,3.9,152,100,3.9,152,5.9,7.0,02,1270,6905,2077,862,938
9490,2014,79,5.1,292,20000,5.1,292,5.9,7.0,10,1270,4477,2900,862,938
9491,2014,73,5.6,112,500000,5.6,112,6.9,8.0,05,2907,3647,3363,954,3193
9492,2014,75,3.2,108,0,3.2,108,4.4,4.0,09,2489,3263,4166,2083,2084
9493,2013,80,3.4,127,100000,3.4,127,4.1,3.0,12,1603,4690,7553,4119,2945
9494,2016,112,4.4,373,0,4.4,373,5.1,5.0,04,5569,6461,2388,3616,5513
9495,2014,88,2.8,1125,1400000,2.8,1125,3.4,3.0,08,3195,5960,2412,3358,2724
9496,2019,112,4.9,232,0,4.9,232,6.9,7.0,11,4800,665,3131,3157,6234
9497,2013,105,5.6,304,200000,5.6,304,6.1,6.0,04,5720,2239,7032,1779,1414
9498,2019,106,5.9,290,0,5.9,290,6.3,7.0,03,3491,4930,3931,1779,1414
9499,2013,73,5.6,821,0,5.6,821,6.0,6.0,07,4463,6082,2368,4517,3745
9500,2013,84,4.1,768,0,4.1,768,4.3,4.0,07,3932,6160,6217,6039,7415
9501,2014,107,6.0,173,0,6.0,173,6.7,7.0,04,2268,2850,1494,2423,2951
9502,2014,89,6.1,355,0,6.1,355,6.6,7.0,04,1053,1294,1947,1286,3641
9503,2017,75,4.4,651,0,4.4,651,4.7,4.0,10,2710,6213,2428,1286,2480
9504,2016,83,2.6,543,25000,2.6,543,3.2,2.0,02,1100,4069,3011,4870,6428
9505,2013,82,4.9,104,720000,4.9,104,5.9,6.0,10,4301,4538,198,4588,1819
9506,2014,103,5.8,165,0,5.8,165,6.4,7.0,10,5349,2975,2912,6710,6536
9507,2013,101,3.8,115,0,3.8,115,5.5,5.0,06,2465,2508,4973,4390,3528
9508,2015,98,4.3,775,0,4.3,775,5.0,5.0,11,3517,2248,2010,6343,5142
9509,2017,88,2.7,1799,7000000,2.7,1799,3.4,3.0,12,4314,5807,4608,3734,4023
9510,2014,103,4.0,204,0,4.0,204,5.2,5.0,01,1848,996,3837,4140,4612
9511,2018,120,4.2,108,0,4.2,108,5.4,5.0,04,2217,996,7112,5175,4973
9512,2015,100,4.0,553,3000000,4.0,553,4.4,4.0,10,3718,1351,2828,5959,7612
9513,2019,85,2.8,180,65000,2.8,180,4.5,3.0,03,4709,6815,7207,5924,6012
9514,2014,71,4.7,118,0,4.7,118,5.7,5.0,08,3352,5288,2276,1965,3813
9515,2017,81,3.1,226,0,3.1,226,4.0,3.0,0,215,6244,4387,384,274
9516,2017,81,3.5,237,0,3.5,237,4.2,3.0,04,215,4810,7685,384,274
9517,2017,81,2.6,345,0,2.6,345,3.9,2.0,08,215,3345,3856,384,274
9518,2015,91,5.6,200,100000,5.6,200,6.7,8.0,10,3671,1969,1698,3362,4526
9519,2014,99,4.3,2956,5000000,4.3,2956,4.9,5.0,09,2896,842,2709,4419,7891
9520,2014,97,6.8,161,12000,6.8,161,7.2,8.0,04,4023,3058,7680,5008,7357
9521,2014,90,4.1,140,0,4.1,140,4.5,4.0,03,1236,6469,1142,2897,4777
9522,2013,78,3.4,452,10000,3.4,452,4.4,4.0,02,4389,1172,2051,2548,4727
9523,2015,77,4.4,345,0,4.4,345,4.6,5.0,10,1182,1172,3477,1172,6418
9524,2016,84,3.8,1869,0,3.8,1869,4.1,4.0,02,1182,6797,2190,1172,3604
9525,2015,92,5.3,200,0,5.3,200,7.1,8.0,03,2665,4534,5644,5620,7319
9526,2020,122,4.7,143,275000,4.7,143,5.7,6.0,04,3866,2227,4914,2591,2171
9527,2013,80,3.5,436,0,3.5,436,4.4,4.0,03,426,6975,985,265,198
9528,2017,80,4.2,212,0,4.2,212,4.7,5.0,10,426,1914,985,265,198
9529,2015,86,3.4,622,0,3.4,622,3.9,3.0,12,426,6716,4038,265,198
9530,2016,85,3.5,1373,0,3.5,1373,4.2,3.0,07,2836,329,7109,265,198
9531,2014,104,6.3,2254,0,6.3,2254,6.4,7.0,04,1740,2698,5633,2634,2333
9532,2014,81,2.4,107,0,2.4,107,3.0,2.0,08,6216,4456,2648,2387,4695
9533,2014,93,3.9,294,60000,3.9,294,4.4,4.0,06,2088,6786,3585,3085,4310
9534,2014,100,4.7,900,0,4.7,900,5.1,5.0,04,3557,1956,5183,3251,4236
9535,2014,105,3.5,205,25000,3.5,205,4.3,4.0,07,6358,5064,6509,3979,5444
9536,2014,99,5.4,682,0,5.4,682,5.8,6.0,0,4588,993,7648,5152,7895
9537,2018,82,2.8,153,85000,2.8,153,2.6,1.0,07,3298,993,868,6723,4791
9538,2014,84,4.1,277,0,4.1,277,5.0,5.0,06,576,5180,5502,831,955
9539,2017,96,5.2,1830,0,5.2,1830,6.6,7.0,0,576,6243,7750,831,955
9540,2013,91,4.0,294,200000,4.0,294,4.7,4.5,08,6075,3539,4568,1910,3921
9541,2015,88,5.0,176,0,5.0,176,6.4,7.0,12,2574,5428,2727,2668,7900
9542,2018,96,5.8,1869,0,5.8,1869,6.0,6.0,04,1260,558,3056,5243,5159
9543,2017,90,4.6,179,100000,4.6,179,5.1,5.0,04,5840,6776,1409,2630,2203
9544,2014,82,4.2,871,0,4.2,871,4.6,4.0,01,6218,6887,4106,888,4508
9545,2014,82,3.7,162,0,3.7,162,4.0,4.0,0,168,5980,3540,7083,6902
9546,2014,125,5.7,104,180000,5.7,104,8.2,10.0,10,3781,1150,2084,3337,2749
9547,2015,91,4.1,154,0,4.1,154,4.4,4.0,11,2821,6687,3224,3513,4437
9548,2016,92,4.2,233,30000,4.2,233,4.7,5.0,05,2708,6464,7160,4047,3194
9549,2016,90,5.9,146,0,5.9,146,6.4,7.0,04,1660,3605,6478,3805,6955
9550,2017,98,6.2,1254,0,6.2,1254,6.7,7.0,01,5135,2862,6139,4145,4746
9551,2015,90,3.9,108,50000,3.9,108,6.4,9.0,02,4879,3116,7094,6350,3295
9552,2013,88,2.6,203,0,2.6,203,4.1,3.0,08,3345,6260,3678,3538,4993
9553,2018,98,2.8,185,0,2.8,185,3.4,3.0,04,5460,329,5044,5857,1842
9554,2017,93,2.4,133,60000,2.4,133,3.0,2.0,12,2417,6109,3800,5402,7752
9555,2011,84,1.1,145,3500,1.1,145,1.7,1.0,11,6295,5511,5520,3508,3208
9556,2013,79,6.3,199,0,6.3,199,7.0,7.0,10,5673,4033,6424,3695,5381
9557,2014,84,2.9,888,65000,2.9,888,3.3,3.0,07,3479,4505,3608,3562,5060
9558,2013,77,4.6,118,0,4.6,118,5.4,6.0,11,3840,5647,2087,4379,4849
9559,2017,80,4.6,134,570000,4.6,134,5.5,5.0,10,3362,1738,4706,2377,3497
9560,2015,110,5.9,163,0,5.9,163,6.4,7.0,08,1412,5524,5247,6647,6737
9561,2015,79,5.1,2165,5000000,5.1,2165,5.2,5.0,10,5126,5808,7186,2482,2551
9562,2017,108,5.2,297,0,5.2,297,5.7,7.0,10,5096,3525,1661,4643,5724
9563,2017,50,4.9,203,0,4.9,203,5.5,6.0,06,2462,5916,6976,2646,2016
9564,2014,92,5.7,169,10000,5.7,169,6.1,6.0,0,1030,723,5083,968,1037
9565,2015,82,4.3,170,6000,4.3,170,4.9,4.0,0,1030,723,3568,968,1037
9566,2016,86,6.1,117,100000,6.1,117,6.7,7.0,12,1561,5615,2897,2547,5422
9567,2013,89,2.6,142,1000,2.6,142,3.4,2.0,11,446,4763,1532,552,453
9568,2013,83,6.8,469,5000,6.8,469,7.3,8.0,09,446,1670,5553,552,453
9569,2017,121,4.3,112,5000,4.3,112,4.8,4.0,03,446,5236,1773,552,453
9570,2014,99,7.3,107,200000,7.3,107,7.5,8.0,04,3040,3542,4435,6756,7014
9571,2014,85,4.9,221,0,4.9,221,5.6,5.0,07,332,6727,2792,6503,6336
9572,2015,82,5.4,13135,0,5.4,13135,5.4,5.0,03,332,2781,3435,4937,7281
9573,2014,100,4.0,1093,0,4.0,1093,5.1,5.0,08,3972,1804,1004,3059,1668
9574,2015,92,6.5,282,0,6.5,282,7.1,7.0,08,1692,5445,2981,2519,4864
9575,2017,151,4.5,129,0,4.5,129,5.9,6.0,10,819,3758,3229,4187,2946
9576,2018,85,5.5,184,0,5.5,184,6.2,6.0,04,1267,3434,6182,4319,3077
9577,2014,80,3.4,345,0,3.4,345,4.0,3.0,09,3941,4480,5797,5281,7072
9578,2014,95,5.9,178,0,5.9,178,6.7,7.0,0,4671,2833,837,6520,2047
9579,2017,89,5.9,283,0,5.9,283,6.5,7.0,12,2569,1844,837,3580,7748
9580,2014,121,7.2,119,44500,7.2,119,8.2,10.0,09,1413,3338,4449,2974,1565
9581,2013,97,3.0,143,0,3.0,143,3.8,3.0,12,3695,4484,6782,2212,2512
9582,2014,91,6.2,352,0,6.2,352,6.4,6.0,08,2895,1805,2183,4626,7228
9583,2016,82,4.8,167,10000,4.8,167,5.3,6.0,08,5087,6661,6770,4617,7205
9584,2014,89,4.5,553,0,4.5,553,4.9,5.0,10,3125,6997,1586,4268,2909
9585,2018,105,3.2,185,0,3.2,185,3.6,3.0,09,2648,6180,5090,7072,6834
9586,2020,87,3.0,148,0,3.0,148,3.6,3.0,02,2606,1159,6218,3158,7594
9587,2017,89,3.1,1510,0,3.1,1510,3.7,3.0,12,3964,5965,1061,4853,6382
9588,2013,89,5.4,4075,0,5.4,4075,5.5,6.0,07,925,5192,1981,2932,4893
9589,2014,117,6.9,38766,1000000,6.9,38766,7.1,7.0,10,4820,6953,7255,5963,5848
9590,2013,52,3.4,223,800,3.4,223,4.4,3.0,06,2541,5498,2114,4653,7801
9591,2014,56,2.2,265,0,2.2,265,2.7,2.0,02,1884,5538,2767,2156,7215
9592,2013,94,2.0,256,2000000,2.0,256,2.7,2.0,10,1404,844,5193,6904,7739
9593,2014,92,5.0,1506,0,5.0,1506,5.1,5.0,07,1923,4850,4639,4823,4743
9594,2018,102,4.0,598,5000000,4.0,598,4.5,4.0,01,5378,6380,5232,5088,5044
9595,2014,95,4.6,786,0,4.6,786,5.3,5.0,10,1385,5774,4362,2990,6672
9596,2016,95,5.9,330,0,5.9,330,7.9,9.0,08,1222,6497,5818,1708,1407
9597,2018,129,5.8,110,0,5.8,110,6.9,8.0,01,1222,3609,4683,1708,1407
9598,2018,105,2.6,104,0,2.6,104,3.2,2.0,03,1720,5420,7042,6573,5342
9599,2015,95,5.6,181,0,5.6,181,6.0,6.0,0,4852,6289,7759,6565,6177
9600,2013,95,7.0,107,0,7.0,107,8.5,9.0,0,3009,3745,4895,4806,7756
9601,2020,85,4.8,118,0,4.8,118,6.0,7.0,03,2777,4389,6396,4342,2863
9602,2016,90,3.1,274,9000,3.1,274,4.0,3.0,05,4236,5358,3269,5995,6725
9603,2017,90,5.7,106,0,5.7,106,7.2,8.0,11,554,2766,7441,3170,5190
9604,2018,81,5.1,105,0,5.1,105,5.5,5.0,05,554,1619,3721,3680,3118
9605,2016,75,5.2,153,0,5.2,153,5.7,6.0,08,554,1838,3814,4484,6809
9606,2015,95,3.5,125,0,3.5,125,4.0,4.0,10,2476,1316,4791,5031,7516
9607,2016,98,5.1,301,0,5.1,301,5.6,6.0,05,355,3201,3655,3726,2791
9608,2018,71,2.8,218,0,2.8,218,3.1,2.0,04,6071,1954,3466,7045,4003
9609,2015,95,3.2,118,60000,3.2,118,3.8,3.0,01,4232,2655,5746,6318,1526
9610,2014,78,6.5,174,0,6.5,174,7.4,8.0,08,6016,3918,6571,3873,3960
9611,2017,82,6.3,660,0,6.3,660,6.7,7.0,01,347,3812,3402,1895,5946
9612,2017,83,4.9,463,0,4.9,463,5.4,5.0,11,4575,473,2889,2380,3062
9613,2016,98,4.0,108,0,4.0,108,4.8,5.0,04,1711,6873,5680,4197,1785
9614,2015,109,5.3,132,0,5.3,132,5.6,5.0,11,1383,2504,1282,5926,1700
9615,2016,90,4.2,102,0,4.2,102,6.0,6.0,04,2457,6778,4903,450,6982
9616,2018,86,3.8,494,0,3.8,494,5.1,4.0,02,2970,1666,2696,450,4478
9617,2016,90,3.7,194,150000,3.7,194,4.0,1.0,0,2958,873,6151,4344,2759
9618,2017,78,4.9,459,0,4.9,459,5.7,5.0,01,3408,873,2960,3934,7817
9619,2016,90,5.4,2423,0,5.4,2423,6.5,6.0,04,1790,1853,4794,3537,1983
9620,2017,102,6.9,123,0,6.9,123,8.7,10.0,12,2705,2616,7454,4090,6920
9621,2016,82,5.7,105,15000,5.7,105,6.6,7.0,07,6033,3034,7705,2090,3682
9622,2016,80,4.1,702,0,4.1,702,4.6,4.0,09,4193,4563,5964,5645,2430
9623,2015,81,4.9,241,0,4.9,241,5.4,5.0,06,4099,7003,801,3302,2808
9624,2014,82,2.2,108,0,2.2,108,3.0,2.0,05,911,1870,2387,5056,2627
9625,2015,84,5.4,136,1200000,5.4,136,7.1,9.0,10,911,3626,5178,2404,3264
9626,2015,98,6.1,1747,1500000,6.1,1747,6.5,7.0,03,5088,6342,6417,3614,3468
9627,2016,95,7.0,3997,1000000,7.0,3997,8.4,9.0,05,4332,6916,2257,6047,7826
9628,2015,74,4.7,463,0,4.7,463,5.0,5.0,08,2251,5526,3177,6717,7853
9629,2015,87,6.0,40924,0,6.0,40924,6.0,6.0,10,1421,4047,5165,2993,6138
9630,2014,80,5.2,223,0,5.2,223,7.2,9.0,01,1714,1263,5336,1109,1303
9631,2019,99,6.1,166,0,6.1,166,6.5,7.0,05,3672,1263,1353,1109,1303
9632,2013,100,5.1,106,0,5.1,106,6.1,6.5,01,2059,5177,2822,3840,4120
9633,2014,87,5.2,799,1000000,5.2,799,5.7,6.0,06,5480,1115,1990,4455,7710
9634,2019,85,5.6,3766,0,5.6,3766,5.6,6.0,09,1099,1115,1902,5129,4843
9635,2014,90,2.8,529,0,2.8,529,8.6,10.0,07,4002,5066,2425,5854,1845
9636,2018,100,5.9,414,0,5.9,414,6.5,7.0,10,2380,632,1793,1864,3874
9637,2014,89,4.9,197,0,4.9,197,6.1,6.0,04,3228,5312,2569,6821,4685
9638,2014,80,3.8,135,20000,3.8,135,4.5,4.0,11,4944,1650,5045,2320,5397
9639,2015,92,6.5,185,0,6.5,185,7.0,7.0,12,3805,6980,6258,3889,3400
